pos,neu,neg
0.133,0.867,0
0,0.917,0.083
0.238,0.574,0.187
0.074,0.926,0
0.086,0.853,0.061
0.142,0.858,0
0.134,0.866,0
0.175,0.761,0.064
0,0.94,0.06
0.247,0.753,0
0,0.736,0.264
0.304,0.61,0.086
0.077,0.849,0.074
0.134,0.697,0.168
0.318,0.635,0.047
0.079,0.921,0
0.176,0.787,0.037
0.292,0.62,0.088
0,0.927,0.073
0,0.754,0.246
0,0.858,0.142
0.135,0.792,0.072
0,1,0
0.183,0.719,0.098
0.136,0.864,0
0.263,0.737,0
0.472,0.528,0
0.128,0.829,0.043
0.073,0.878,0.049
0,1,0
0,1,0
0.091,0.809,0.1
0.081,0.851,0.068
0.319,0.623,0.059
0,1,0
0,0.724,0.276
0.156,0.844,0
0,1,0
0.133,0.867,0
0.195,0.805,0
0,1,0
0.089,0.911,0
0.216,0.744,0.04
0.255,0.7,0.045
0,0.688,0.312
0,1,0
0,1,0
0.316,0.684,0
0.209,0.59,0.201
0.069,0.808,0.123
0,0.797,0.203
0.067,0.845,0.088
0,1,0
0.067,0.933,0
0,0.761,0.239
0.084,0.916,0
0.161,0.839,0
0,0.878,0.122
0,0.906,0.094
0,1,0
0.26,0.675,0.065
0.052,0.612,0.336
0,0.702,0.298
0.108,0.747,0.144
0,0.769,0.231
0.071,0.648,0.281
0,0.519,0.481
0.149,0.624,0.227
0.077,0.649,0.274
0.133,0.664,0.203
0.261,0.498,0.241
0.249,0.596,0.155
0.134,0.637,0.229
0.092,0.908,0
0,1,0
0,1,0
0.191,0.809,0
0.163,0.715,0.122
0,0.596,0.404
0,0.622,0.378
0,0.688,0.312
0,0.423,0.577
0.192,0.635,0.173
0.325,0.511,0.164
0.119,0.881,0
0.291,0.709,0
0,0.535,0.465
0,1,0
0.165,0.44,0.395
0.124,0.768,0.108
0.067,0.843,0.09
0.068,0.862,0.07
0.29,0.621,0.089
0,1,0
0.088,0.84,0.072
0.143,0.787,0.07
0.039,0.892,0.069
0,0.5,0.5
0.281,0.719,0
0.086,0.774,0.14
0.064,0.936,0
0.198,0.731,0.071
0.098,0.704,0.198
0,0.885,0.115
0.064,0.769,0.167
0.185,0.815,0
0.519,0.481,0
0,0.912,0.088
0,1,0
0.099,0.901,0
0.063,0.89,0.047
0.385,0.615,0
0.208,0.701,0.091
0,0.796,0.204
0.19,0.72,0.09
0,0.911,0.089
0,0.879,0.121
0.233,0.695,0.072
0.125,0.732,0.143
0.077,0.923,0
0.071,0.601,0.328
0,1,0
0.078,0.824,0.098
0.203,0.797,0
0.17,0.785,0.046
0,1,0
0.074,0.926,0
0.089,0.911,0
0,1,0
0.174,0.796,0.03
0.09,0.847,0.064
0.101,0.899,0
0.083,0.784,0.133
0,1,0
0,0.816,0.184
0.479,0.521,0
0,0.88,0.12
0.058,0.942,0
0.1,0.9,0
0.105,0.816,0.079
0,1,0
0.219,0.781,0
0.068,0.932,0
0,0.877,0.123
0.211,0.789,0
0.129,0.683,0.188
0.142,0.812,0.047
0.17,0.83,0
0,0.865,0.135
0.251,0.699,0.049
0.126,0.75,0.124
0,1,0
0.101,0.899,0
0,1,0
0.155,0.794,0.052
0.091,0.857,0.053
0.074,0.872,0.054
0.22,0.78,0
0,1,0
0.257,0.743,0
0.108,0.827,0.065
0.1,0.691,0.209
0,1,0
0.319,0.681,0
0.099,0.901,0
0.075,0.925,0
0.072,0.718,0.21
0,1,0
0.136,0.762,0.102
0.106,0.801,0.092
0.062,0.753,0.184
0.13,0.87,0
0.047,0.911,0.042
0,0.956,0.044
0.074,0.854,0.072
0.127,0.816,0.057
0,1,0
0,0.945,0.055
0,0.875,0.125
0.139,0.708,0.153
0.086,0.914,0
0.078,0.922,0
0.133,0.792,0.074
0.104,0.896,0
0.092,0.908,0
0.079,0.86,0.061
0.17,0.644,0.187
0,0.89,0.11
0.109,0.891,0
0.043,0.802,0.154
0.193,0.706,0.1
0.099,0.829,0.072
0.128,0.815,0.056
0.066,0.934,0
0,0.871,0.129
0,0.945,0.055
0.057,0.903,0.041
0,0.789,0.211
0,0.842,0.158
0.082,0.877,0.041
0.24,0.76,0
0,0.748,0.252
0,0.95,0.05
0.164,0.836,0
0,0.7,0.3
0.11,0.736,0.153
0,0.794,0.206
0,0.848,0.152
0,1,0
0.234,0.766,0
0.215,0.579,0.206
0.273,0.695,0.033
0.172,0.773,0.055
0,0.867,0.133
0,1,0
0,1,0
0.12,0.88,0
0,1,0
0.271,0.729,0
0.17,0.83,0
0.172,0.828,0
0.096,0.904,0
0.092,0.908,0
0.088,0.615,0.297
0.079,0.921,0
0.256,0.744,0
0.22,0.78,0
0.101,0.899,0
0.303,0.697,0
0.075,0.698,0.227
0.262,0.515,0.223
0,0.756,0.244
0.387,0.578,0.035
0.062,0.83,0.107
0.062,0.938,0
0,0.95,0.05
0.153,0.847,0
0.101,0.899,0
0.292,0.708,0
0,1,0
0.447,0.553,0
0,1,0
0,0.932,0.068
0.328,0.672,0
0.185,0.815,0
0,1,0
0.088,0.852,0.06
0.281,0.719,0
0.285,0.715,0
0.15,0.85,0
0.172,0.657,0.172
0.332,0.625,0.043
0,1,0
0,1,0
0.318,0.682,0
0.237,0.763,0
0.151,0.738,0.111
0.21,0.741,0.049
0.203,0.746,0.051
0.3,0.579,0.121
0.186,0.766,0.048
0.059,0.676,0.265
0,1,0
0.09,0.91,0
0.141,0.726,0.133
0.111,0.889,0
0,1,0
0,0.914,0.086
0.062,0.938,0
0.223,0.714,0.063
0.137,0.863,0
0.257,0.743,0
0.178,0.822,0
0.251,0.598,0.151
0.144,0.856,0
0,1,0
0,1,0
0.074,0.926,0
0,0.954,0.046
0.078,0.848,0.073
0,1,0
0.169,0.831,0
0.391,0.609,0
0.248,0.752,0
0,1,0
0.134,0.698,0.168
0.3,0.646,0.054
0.076,0.839,0.085
0.157,0.799,0.043
0.124,0.876,0
0.063,0.937,0
0.17,0.83,0
0.16,0.659,0.181
0.369,0.631,0
0,0.93,0.07
0.099,0.789,0.111
0.379,0.417,0.204
0,1,0
0.091,0.832,0.077
0.289,0.711,0
0.139,0.765,0.096
0,0.906,0.094
0,1,0
0,1,0
0.084,0.742,0.175
0.171,0.829,0
0.244,0.756,0
0.113,0.815,0.072
0.113,0.887,0
0.179,0.821,0
0.224,0.776,0
0.083,0.917,0
0,1,0
0,1,0
0.087,0.913,0
0.217,0.62,0.163
0.264,0.736,0
0.071,0.856,0.073
0.053,0.769,0.178
0.078,0.843,0.078
0.08,0.92,0
0.111,0.762,0.126
0.077,0.857,0.066
0,0.925,0.075
0,0.848,0.152
0.206,0.747,0.047
0.144,0.764,0.092
0,0.675,0.325
0.292,0.579,0.129
0.334,0.497,0.169
0.161,0.654,0.184
0,1,0
0.041,0.738,0.221
0.153,0.763,0.084
0.061,0.887,0.052
0.035,0.778,0.187
0.197,0.671,0.132
0.06,0.672,0.269
0.081,0.684,0.235
0.124,0.608,0.268
0.184,0.591,0.225
0.203,0.708,0.088
0,0.832,0.168
0.08,0.769,0.151
0,0.799,0.201
0.191,0.616,0.194
0.147,0.743,0.111
0.066,0.612,0.323
0.042,0.716,0.242
0.076,0.778,0.146
0.086,0.797,0.117
0.174,0.555,0.272
0.156,0.844,0
0.149,0.791,0.06
0.333,0.611,0.056
0.268,0.613,0.119
0.202,0.798,0
0,1,0
0,0.945,0.055
0,0.9,0.1
0.034,0.868,0.098
0,1,0
0.13,0.642,0.229
0,0.857,0.143
0.206,0.624,0.17
0.11,0.774,0.116
0.088,0.696,0.215
0,0.762,0.238
0.164,0.694,0.142
0.103,0.788,0.109
0.336,0.602,0.062
0.155,0.845,0
0.329,0.565,0.106
0.19,0.747,0.063
0.067,0.836,0.097
0.203,0.688,0.109
0.182,0.677,0.141
0.072,0.785,0.142
0,0.781,0.219
0,0.917,0.083
0,0.941,0.059
0.069,0.865,0.065
0.113,0.887,0
0.254,0.704,0.043
0.058,0.717,0.225
0.148,0.704,0.148
0.169,0.753,0.078
0.311,0.55,0.139
0.083,0.917,0
0.295,0.649,0.056
0,0.889,0.111
0.227,0.773,0
0.24,0.76,0
0.219,0.637,0.144
0,0.91,0.09
0.113,0.786,0.101
0.226,0.731,0.043
0,0.844,0.156
0.062,0.651,0.288
0,1,0
0.121,0.653,0.226
0,1,0
0.228,0.612,0.159
0,0.853,0.147
0.37,0.63,0
0,0.763,0.237
0.092,0.822,0.086
0.1,0.766,0.134
0.098,0.549,0.353
0.206,0.662,0.132
0.07,0.671,0.26
0.12,0.677,0.203
0,1,0
0.092,0.908,0
0,1,0
0.141,0.859,0
0,0.706,0.294
0.174,0.733,0.093
0,0.922,0.078
0,0.868,0.132
0.202,0.798,0
0.133,0.78,0.087
0,0.695,0.305
0,1,0
0.127,0.873,0
0,1,0
0,1,0
0,0.886,0.114
0,1,0
0,1,0
0,1,0
0,1,0
0.161,0.839,0
0.108,0.892,0
0.11,0.799,0.091
0.094,0.906,0
0,0.919,0.081
0,0.911,0.089
0.339,0.661,0
0,1,0
0.092,0.908,0
0.12,0.88,0
0.269,0.731,0
0.22,0.78,0
0,0.918,0.082
0.207,0.793,0
0.086,0.877,0.036
0.182,0.818,0
0,1,0
0.123,0.877,0
0.101,0.822,0.076
0,0.55,0.45
0.098,0.849,0.053
0,0.679,0.321
0,1,0
0.313,0.687,0
0.113,0.771,0.117
0,0.881,0.119
0.069,0.711,0.22
0.094,0.582,0.324
0.073,0.742,0.185
0,0.828,0.172
0.082,0.918,0
0,1,0
0.207,0.614,0.178
0.346,0.51,0.144
0.272,0.576,0.151
0,1,0
0.089,0.911,0
0.123,0.877,0
0.117,0.752,0.131
0.08,0.701,0.219
0.065,0.751,0.184
0,0.807,0.193
0,1,0
0.154,0.846,0
0,0.765,0.235
0,0.934,0.066
0,1,0
0.191,0.809,0
0.081,0.726,0.193
0.107,0.571,0.322
0.132,0.743,0.125
0,0.891,0.109
0.088,0.729,0.183
0,0.915,0.085
0.075,0.801,0.124
0.28,0.72,0
0.082,0.918,0
0.138,0.791,0.07
0.193,0.733,0.074
0.287,0.642,0.071
0.199,0.745,0.056
0,1,0
0.248,0.752,0
0.096,0.834,0.07
0,1,0
0,1,0
0,0.853,0.147
0.063,0.937,0
0.185,0.815,0
0.188,0.723,0.089
0,1,0
0,0.905,0.095
0.162,0.838,0
0.251,0.749,0
0.092,0.797,0.112
0.344,0.59,0.066
0.214,0.786,0
0.428,0.476,0.096
0.118,0.882,0
0.097,0.829,0.074
0.645,0.355,0
0,0.78,0.22
0,0.462,0.538
0.195,0.805,0
0,0.772,0.228
0.422,0.578,0
0.069,0.154,0.777
0,0.768,0.232
0,0.772,0.228
0,1,0
0.236,0.343,0.421
0.265,0.735,0
0.252,0.748,0
0.168,0.832,0
0.362,0.483,0.155
0.33,0.67,0
0.207,0.463,0.33
0.355,0.487,0.158
0.804,0.196,0
0.489,0.378,0.133
0.691,0.25,0.059
0,0.511,0.489
0.226,0.774,0
0,0.658,0.342
0.189,0.626,0.185
0.215,0.785,0
0,1,0
0,0.798,0.202
0.268,0.59,0.142
0,1,0
0,1,0
0.255,0.685,0.06
0.178,0.647,0.175
0.217,0.592,0.19
0,0.638,0.362
0,0.691,0.309
0.266,0.547,0.187
0.231,0.66,0.11
0.216,0.571,0.213
0.294,0.461,0.245
0,1,0
0.447,0.553,0
0,0.616,0.384
0.161,0.46,0.379
0,1,0
0.092,0.908,0
0.273,0.619,0.109
0.206,0.794,0
0,0.542,0.458
0,0.822,0.178
0.638,0.267,0.095
0.194,0.507,0.299
0.504,0.496,0
0.342,0.228,0.431
0,0.538,0.462
0.253,0.59,0.156
0,0.607,0.393
0.181,0.819,0
0,0.626,0.374
0.166,0.722,0.111
0,0.725,0.275
0.246,0.754,0
0.245,0.664,0.091
0.091,0.744,0.165
0.074,0.77,0.155
0,1,0
0,0.676,0.324
0.188,0.812,0
0.131,0.61,0.259
0,0.752,0.248
0.208,0.792,0
0.312,0.331,0.357
0.231,0.403,0.366
0.469,0.531,0
0.185,0.502,0.312
0.078,0.599,0.322
0,0.716,0.284
0.169,0.588,0.243
0.207,0.672,0.121
0.094,0.634,0.272
0.28,0.422,0.298
0.404,0.487,0.109
0,1,0
0,0.643,0.357
0.199,0.314,0.487
0,1,0
0,0.804,0.196
0.559,0.441,0
0,0.664,0.336
0.443,0.557,0
0,0.718,0.282
0.238,0.577,0.185
0.257,0.608,0.134
0.411,0.589,0
0,1,0
0.037,0.909,0.054
0.405,0.595,0
0.127,0.819,0.054
0.188,0.812,0
0,1,0
0.172,0.737,0.091
0.155,0.71,0.136
0.287,0.713,0
0.298,0.655,0.047
0,1,0
0.231,0.769,0
0.356,0.644,0
0.075,0.811,0.114
0.121,0.879,0
0.3,0.7,0
0,0.913,0.087
0,1,0
0.115,0.789,0.096
0,0.84,0.16
0,1,0
0.103,0.71,0.187
0,0.859,0.141
0,1,0
0.114,0.712,0.174
0.086,0.914,0
0.366,0.634,0
0.269,0.596,0.135
0.077,0.855,0.068
0.116,0.834,0.05
0,0.843,0.157
0.4,0.514,0.086
0.28,0.72,0
0.128,0.872,0
0.062,0.938,0
0.075,0.823,0.102
0.129,0.871,0
0,0.54,0.46
0.067,0.933,0
0,0.92,0.08
0.196,0.648,0.155
0.432,0.568,0
0.107,0.806,0.088
0,0.935,0.065
0.055,0.741,0.204
0.046,0.886,0.068
0,1,0
0.059,0.715,0.226
0,0.795,0.205
0,0.856,0.144
0.109,0.705,0.186
0.133,0.811,0.056
0.091,0.869,0.04
0,0.81,0.19
0.536,0.464,0
0,1,0
0.291,0.647,0.062
0.059,0.544,0.398
0.188,0.734,0.078
0.099,0.901,0
0.172,0.781,0.047
0,1,0
0,0.908,0.092
0.172,0.828,0
0.079,0.921,0
0,1,0
0.107,0.802,0.091
0.273,0.727,0
0,0.921,0.079
0.092,0.696,0.212
0.109,0.825,0.066
0.081,0.84,0.079
0.191,0.584,0.225
0.062,0.848,0.089
0,1,0
0.087,0.707,0.206
0.171,0.686,0.144
0.093,0.859,0.047
0,1,0
0.339,0.661,0
0,0.783,0.217
0.222,0.778,0
0.251,0.749,0
0.098,0.761,0.141
0,1,0
0.143,0.743,0.113
0.135,0.865,0
0.108,0.892,0
0.135,0.865,0
0.113,0.887,0
0.246,0.754,0
0.081,0.919,0
0.284,0.629,0.087
0,1,0
0,1,0
0.059,0.791,0.15
0.091,0.669,0.24
0.196,0.804,0
0,0.836,0.164
0.127,0.783,0.09
0,1,0
0.058,0.797,0.145
0.082,0.59,0.329
0.083,0.746,0.172
0.127,0.81,0.063
0,0.72,0.28
0.15,0.621,0.228
0,0.749,0.251
0.271,0.58,0.15
0,0.545,0.455
0.406,0.594,0
0,1,0
0,1,0
0,1,0
0.201,0.799,0
0.148,0.852,0
0.071,0.74,0.188
0,1,0
0,1,0
0.364,0.568,0.068
0,0.643,0.357
0.117,0.762,0.121
0.289,0.552,0.159
0.133,0.867,0
0.113,0.887,0
0.101,0.899,0
0,1,0
0.19,0.712,0.098
0.083,0.795,0.122
0.081,0.832,0.087
0,1,0
0.113,0.887,0
0,1,0
0,1,0
0,0.912,0.088
0.094,0.906,0
0,0.775,0.225
0.108,0.794,0.098
0.061,0.939,0
0.182,0.818,0
0,1,0
0.041,0.832,0.127
0,1,0
0,1,0
0.152,0.781,0.066
0.062,0.938,0
0.204,0.796,0
0.077,0.758,0.166
0,1,0
0,1,0
0.3,0.7,0
0.153,0.847,0
0,1,0
0,0.744,0.256
0.222,0.778,0
0.127,0.776,0.097
0.226,0.774,0
0.13,0.87,0
0.048,0.952,0
0.084,0.738,0.178
0.338,0.548,0.114
0.218,0.693,0.09
0,0.885,0.115
0,0.492,0.508
0,1,0
0.168,0.718,0.114
0.276,0.571,0.153
0.391,0.561,0.048
0.397,0.603,0
0.059,0.804,0.137
0.127,0.703,0.17
0.241,0.701,0.057
0.252,0.633,0.116
0,1,0
0,0.913,0.087
0.198,0.669,0.133
0.144,0.75,0.106
0.088,0.813,0.099
0,0.844,0.156
0.059,0.837,0.105
0.167,0.689,0.144
0,1,0
0.157,0.765,0.077
0.096,0.737,0.167
0.086,0.737,0.177
0.246,0.672,0.081
0.202,0.72,0.078
0.13,0.742,0.128
0.098,0.759,0.142
0,1,0
0.253,0.747,0
0.217,0.783,0
0.135,0.625,0.24
0.343,0.6,0.057
0.257,0.606,0.137
0,0.793,0.207
0.042,0.826,0.132
0.222,0.594,0.184
0,0.956,0.044
0.226,0.774,0
0.087,0.828,0.085
0.198,0.802,0
0.222,0.721,0.057
0.102,0.824,0.074
0.099,0.78,0.121
0,1,0
0.061,0.799,0.141
0.118,0.688,0.193
0.078,0.776,0.146
0.162,0.838,0
0,0.919,0.081
0,1,0
0.036,0.872,0.092
0,0.879,0.121
0.139,0.861,0
0,1,0
0,0.875,0.125
0.09,0.91,0
0.101,0.782,0.117
0,0.816,0.184
0.331,0.669,0
0.155,0.715,0.129
0,1,0
0.046,0.859,0.095
0.131,0.869,0
0.065,0.935,0
0.125,0.875,0
0,1,0
0,1,0
0,1,0
0.102,0.898,0
0.452,0.445,0.103
0,1,0
0,0.803,0.197
0,0.834,0.166
0,0.934,0.066
0,0.854,0.146
0.222,0.778,0
0.144,0.856,0
0,0.941,0.059
0,0.702,0.298
0.082,0.812,0.106
0.109,0.791,0.1
0.052,0.847,0.101
0.244,0.756,0
0.175,0.825,0
0.172,0.729,0.099
0.091,0.76,0.149
0.071,0.84,0.089
0,0.896,0.104
0,1,0
0.097,0.719,0.184
0,0.819,0.181
0,0.712,0.288
0.192,0.64,0.168
0,1,0
0,0.829,0.171
0.065,0.855,0.08
0.239,0.761,0
0,0.877,0.123
0.109,0.605,0.286
0.147,0.764,0.089
0.138,0.781,0.081
0.069,0.778,0.153
0.09,0.782,0.128
0,1,0
0,0.8,0.2
0.217,0.699,0.084
0.195,0.805,0
0.098,0.786,0.116
0,0.656,0.344
0,1,0
0,1,0
0,1,0
0.13,0.87,0
0.468,0.532,0
0,1,0
0.441,0.559,0
0.313,0.687,0
0.135,0.763,0.101
0.192,0.639,0.169
0.143,0.746,0.111
0.247,0.753,0
0.16,0.634,0.206
0.082,0.854,0.064
0,0.914,0.086
0.108,0.828,0.064
0,0.746,0.254
0.347,0.589,0.064
0.061,0.939,0
0.131,0.827,0.042
0.169,0.764,0.067
0.065,0.714,0.221
0.134,0.866,0
0.126,0.69,0.184
0.089,0.836,0.075
0.202,0.723,0.076
0.082,0.684,0.234
0.121,0.752,0.127
0.087,0.913,0
0,0.739,0.261
0,1,0
0,1,0
0,1,0
0.138,0.667,0.195
0,1,0
0.274,0.575,0.151
0,1,0
0,0.662,0.338
0.14,0.747,0.112
0,0.839,0.161
0,0.38,0.62
0.107,0.77,0.123
0,0.784,0.216
0.148,0.706,0.146
0.236,0.681,0.083
0.081,0.824,0.095
0,0.909,0.091
0,1,0
0.104,0.896,0
0.116,0.839,0.045
0.071,0.86,0.069
0,1,0
0,0.939,0.061
0.202,0.617,0.182
0.081,0.919,0
0,1,0
0.264,0.736,0
0,1,0
0.114,0.793,0.093
0,1,0
0.15,0.788,0.063
0.341,0.659,0
0.313,0.687,0
0.324,0.521,0.155
0.148,0.745,0.108
0.274,0.726,0
0,1,0
0.207,0.793,0
0.206,0.794,0
0.212,0.788,0
0.087,0.913,0
0.413,0.587,0
0.257,0.743,0
0.143,0.765,0.092
0.108,0.635,0.256
0.197,0.736,0.067
0.073,0.708,0.218
0.099,0.714,0.187
0,0.935,0.065
0.227,0.773,0
0.232,0.768,0
0.061,0.939,0
0.247,0.753,0
0,1,0
0.109,0.729,0.162
0.106,0.799,0.096
0.124,0.776,0.1
0.353,0.549,0.098
0.22,0.78,0
0.282,0.638,0.08
0.101,0.843,0.056
0,1,0
0,0.827,0.173
0.12,0.88,0
0.142,0.779,0.079
0,0.753,0.247
0,0.804,0.196
0,0.914,0.086
0.269,0.731,0
0.359,0.552,0.088
0.182,0.663,0.156
0.309,0.691,0
0.153,0.756,0.091
0.077,0.775,0.149
0.162,0.838,0
0,0.809,0.191
0.294,0.545,0.161
0.182,0.666,0.152
0.189,0.658,0.153
0,1,0
0,0.592,0.408
0.378,0.622,0
0,1,0
0.107,0.893,0
0,1,0
0,1,0
0.173,0.676,0.151
0.225,0.775,0
0.199,0.801,0
0,0.727,0.273
0.077,0.76,0.163
0.088,0.707,0.205
0.141,0.859,0
0.073,0.86,0.066
0.075,0.925,0
0,1,0
0,1,0
0.123,0.708,0.169
0,1,0
0.24,0.76,0
0.199,0.758,0.043
0.174,0.826,0
0.305,0.695,0
0.248,0.752,0
0.217,0.783,0
0,1,0
0,1,0
0.12,0.763,0.117
0.222,0.778,0
0,1,0
0.109,0.891,0
0.337,0.663,0
0,1,0
0,1,0
0.106,0.832,0.063
0.071,0.768,0.161
0.167,0.684,0.149
0.071,0.929,0
0.19,0.725,0.084
0.164,0.445,0.391
0.168,0.832,0
0.066,0.837,0.097
0.069,0.931,0
0.092,0.818,0.09
0.175,0.825,0
0.164,0.766,0.07
0,1,0
0.226,0.774,0
0.089,0.817,0.094
0.151,0.849,0
0.204,0.796,0
0.147,0.783,0.07
0.14,0.86,0
0.109,0.891,0
0.133,0.824,0.043
0.103,0.897,0
0.268,0.732,0
0,1,0
0.149,0.851,0
0.125,0.735,0.14
0.253,0.551,0.196
0,0.949,0.051
0,0.946,0.054
0,0.756,0.244
0.185,0.815,0
0.259,0.741,0
0.313,0.687,0
0.185,0.744,0.071
0.087,0.913,0
0,0.864,0.136
0.078,0.846,0.076
0.108,0.815,0.077
0.245,0.755,0
0,1,0
0.283,0.717,0
0.389,0.611,0
0.589,0.411,0
0.447,0.5,0.054
0.375,0.562,0.063
0.096,0.82,0.084
0.335,0.665,0
0.118,0.882,0
0,1,0
0.218,0.782,0
0.149,0.851,0
0.112,0.76,0.129
0,1,0
0.074,0.851,0.076
0.142,0.858,0
0.28,0.602,0.118
0,1,0
0.211,0.523,0.266
0.061,0.939,0
0,0.97,0.03
0.08,0.92,0
0.126,0.833,0.041
0.165,0.835,0
0,1,0
0.257,0.743,0
0,0.836,0.164
0.265,0.735,0
0.107,0.893,0
0.233,0.767,0
0.168,0.832,0
0,0.9,0.1
0.06,0.596,0.344
0.352,0.548,0.1
0.347,0.508,0.146
0.158,0.842,0
0.291,0.678,0.032
0.289,0.711,0
0.058,0.942,0
0.244,0.615,0.141
0.085,0.864,0.051
0,0.872,0.128
0.13,0.87,0
0.066,0.843,0.091
0,0.881,0.119
0.184,0.816,0
0.201,0.631,0.169
0.265,0.735,0
0.253,0.656,0.091
0,1,0
0.19,0.81,0
0.173,0.827,0
0.166,0.834,0
0.211,0.673,0.116
0.305,0.604,0.092
0,1,0
0.082,0.73,0.188
0.298,0.702,0
0.049,0.724,0.227
0.184,0.668,0.148
0.2,0.8,0
0.194,0.806,0
0.221,0.779,0
0.257,0.743,0
0.065,0.935,0
0.137,0.863,0
0.265,0.735,0
0.281,0.687,0.033
0.123,0.77,0.107
0.138,0.862,0
0.159,0.621,0.22
0.096,0.643,0.261
0.281,0.719,0
0.296,0.626,0.078
0.166,0.698,0.137
0,1,0
0.163,0.604,0.233
0.279,0.65,0.071
0,0.918,0.082
0.281,0.671,0.047
0.247,0.695,0.058
0.294,0.706,0
0,0.922,0.078
0.221,0.67,0.109
0.152,0.486,0.363
0.128,0.762,0.11
0.053,0.622,0.325
0,0.951,0.049
0,0.901,0.099
0,1,0
0.252,0.689,0.058
0.304,0.551,0.145
0.074,0.926,0
0.083,0.752,0.165
0,1,0
0.085,0.915,0
0,1,0
0.109,0.81,0.08
0.065,0.828,0.107
0.14,0.817,0.043
0.146,0.854,0
0,0.794,0.206
0.058,0.794,0.148
0.086,0.875,0.039
0.114,0.817,0.069
0.04,0.85,0.11
0.082,0.918,0
0.165,0.663,0.172
0.357,0.548,0.094
0.095,0.905,0
0.152,0.661,0.188
0.05,0.905,0.045
0,0.782,0.218
0.137,0.767,0.096
0.137,0.863,0
0.125,0.601,0.274
0.351,0.649,0
0.19,0.667,0.143
0.364,0.636,0
0,0.787,0.213
0.133,0.867,0
0.1,0.9,0
0.05,0.908,0.042
0.314,0.686,0
0.174,0.705,0.121
0,0.859,0.141
0.088,0.847,0.065
0.142,0.858,0
0.118,0.837,0.045
0.121,0.783,0.096
0.149,0.851,0
0.161,0.788,0.051
0.274,0.562,0.163
0.135,0.865,0
0.062,0.938,0
0.098,0.819,0.083
0.064,0.886,0.05
0,1,0
0.138,0.772,0.09
0.107,0.837,0.056
0,0.933,0.067
0.218,0.662,0.12
0.112,0.888,0
0.246,0.754,0
0.236,0.726,0.038
0.354,0.646,0
0.156,0.844,0
0.168,0.832,0
0.414,0.586,0
0.201,0.746,0.052
0.206,0.69,0.104
0.184,0.816,0
0.217,0.731,0.051
0.089,0.756,0.155
0.038,0.9,0.062
0.051,0.79,0.159
0.167,0.833,0
0,0.869,0.131
0.115,0.885,0
0.104,0.87,0.026
0.17,0.83,0
0.089,0.813,0.098
0,1,0
0.053,0.947,0
0.17,0.737,0.093
0.109,0.891,0
0.266,0.701,0.033
0.068,0.888,0.043
0.116,0.855,0.03
0.054,0.781,0.166
0.067,0.933,0
0.075,0.925,0
0.178,0.704,0.118
0.15,0.85,0
0,1,0
0,1,0
0,1,0
0.137,0.863,0
0.058,0.9,0.042
0.045,0.918,0.037
0.086,0.914,0
0.115,0.807,0.078
0,0.869,0.131
0.136,0.738,0.127
0.16,0.705,0.135
0,1,0
0.067,0.898,0.034
0,1,0
0,1,0
0.19,0.765,0.045
0,0.695,0.305
0.1,0.627,0.273
0,0.962,0.038
0,0.852,0.148
0.239,0.535,0.227
0.208,0.673,0.119
0.141,0.805,0.054
0,0.452,0.548
0.246,0.754,0
0.266,0.667,0.067
0.324,0.577,0.099
0,0.832,0.168
0.085,0.607,0.308
0.517,0.483,0
0.25,0.713,0.036
0.193,0.638,0.169
0.403,0.597,0
0.136,0.787,0.077
0.312,0.688,0
0.167,0.769,0.065
0.297,0.703,0
0.104,0.896,0
0,0.798,0.202
0,1,0
0,1,0
0.093,0.907,0
0,1,0
0.144,0.856,0
0.206,0.723,0.071
0.243,0.757,0
0.131,0.747,0.122
0,1,0
0.162,0.643,0.195
0.111,0.889,0
0.116,0.841,0.043
0.119,0.696,0.185
0.246,0.689,0.064
0.314,0.606,0.079
0.288,0.712,0
0.052,0.948,0
0.318,0.682,0
0.084,0.832,0.084
0,1,0
0,1,0
0.288,0.712,0
0,1,0
0.213,0.787,0
0,0.832,0.168
0.284,0.716,0
0.148,0.764,0.088
0,0.625,0.375
0,0.866,0.134
0,0.696,0.304
0.085,0.593,0.322
0.208,0.528,0.264
0.105,0.798,0.096
0.061,0.709,0.23
0.206,0.729,0.065
0.144,0.856,0
0.289,0.555,0.157
0.36,0.581,0.059
0,0.923,0.077
0,0.933,0.067
0,0.83,0.17
0.126,0.799,0.075
0,1,0
0.078,0.837,0.084
0,0.949,0.051
0.27,0.73,0
0,0.816,0.184
0,0.858,0.142
0,1,0
0.193,0.745,0.062
0.154,0.756,0.09
0.098,0.776,0.126
0,1,0
0.3,0.7,0
0,1,0
0,0.482,0.518
0,0.93,0.07
0.387,0.613,0
0,1,0
0.05,0.9,0.05
0.317,0.683,0
0.228,0.634,0.138
0.179,0.531,0.29
0.262,0.693,0.044
0.057,0.897,0.046
0.079,0.724,0.197
0.296,0.704,0
0.26,0.622,0.118
0.096,0.821,0.083
0,0.822,0.178
0.523,0.477,0
0.322,0.576,0.101
0.443,0.557,0
0,0.692,0.308
0.14,0.713,0.147
0.243,0.658,0.099
0.04,0.924,0.036
0.165,0.702,0.134
0.054,0.694,0.252
0,0.819,0.181
0.148,0.852,0
0.169,0.703,0.128
0,1,0
0,1,0
0.292,0.708,0
0.267,0.733,0
0.079,0.802,0.12
